,ipnr17,v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224
20,CZ445181,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,8.,1. Indvandrere gør problemerne med kriminalitet værre,5.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Sjældent,Sjældent,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
21,CZ299499,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget godt,9.,8.,4.,5.,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,6.,Flere gange om ugen,Hver dag,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,Til en vis grad,I nogen grad,Slet ikke vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
22,FU127525,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,9.,4.,3.,8.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,5.,Hver dag,Hver dag,Hver dag,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
23,FU206070,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,4.,3.,5.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Meget vigtigt,2.,Flere gange om ugen,Sjældent,Flere gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt
24,CZ125077,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig godt,1. Indvandrere tager jobs fra danskere,8.,3.,5.,Slet ikke vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Hver dag,Aldrig,Aldrig,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
25,CZ228381,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Temmelig dårligt,9.,2.,2.,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,En eller to gange om ugen,En eller to gange om ugen,En eller to gange om ugen,Til en vis grad,I mindre grad,I mindre grad,Slet ikke,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,Til en vis grad,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt
26,FU340315,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,8.,3.,2.,6.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,7.,Sjældent,Sjældent,Aldrig,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
27,FU467955,Ja,Ja,Nej,Ja,Ja,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Nægter at svare,5.,2.,3.,7.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,8.,Flere gange om ugen,Flere gange om ugen,Sjældent,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,I høj grad,I høj grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
28,CZ622747,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,8.,4.,8.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,3.,Hver dag,Hver dag,Aldrig,Til en vis grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I nogen grad,I nogen grad,I mindre grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
29,CZ547225,Ja,Nej,Nej,Ja,Ja,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Temmelig godt,7.,5.,5.,8.,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,5.,Aldrig,Aldrig,Sjældent,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt
30,FU744119,Ja,Ja,Nej,Nej,Nej,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,7.,3.,3.,4.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Sjældent,En eller to gange om ugen,Flere gange om ugen,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
31,CZ705383,Nej,Ja,Nej,Ja,Ja,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Temmelig godt,4.,2.,2.,2.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Aldrig,En eller to gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,Til en vis grad,Til en vis grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt
32,CZ763084,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,4.,2.,3.,5.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,3.,Hver dag,Hver dag,Hver dag,I nogen grad,I nogen grad,I høj grad,Til en vis grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt
33,FU465247,Ja,Ja,Ja,Ja,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,5.,4.,6.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,4.,En eller to gange om ugen,Hver dag,Aldrig,Slet ikke,Slet ikke,I nogen grad,I mindre grad,I nogen grad,I høj grad,I mindre grad,I mindre grad,I nogen grad,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt
34,FU439277,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,3.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,En eller to gange om ugen,En eller to gange om ugen,En eller to gange om ugen,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I nogen grad,Til en vis grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
35,FU548815,Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,10. Indvandrere tager ikke jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,1. Udvidelsen skal fortsætte,Hver dag,Hver dag,Aldrig,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,Til en vis grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
36,CZ634066,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,9.,10. Indvandrere gør ikke problemerne med kriminalitet værre,6.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,9.,Aldrig,Aldrig,Hver dag,I høj grad,I nogen grad,Til en vis grad,I mindre grad,I nogen grad,I høj grad,Til en vis grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
37,FU226911,Ja,Ja,Nej,Nej,Nej,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,5.,4.,5.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Flere gange om ugen,Hver dag,Flere gange om ugen,I høj grad,I høj grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
38,FU646788,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,4.,3.,5.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Aldrig,Aldrig,Aldrig,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,I mindre grad,Til en vis grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
39,FU769660,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,2.,5.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,10. Udvidelsen er gået for vidt,En eller to gange om ugen,En eller to gange om ugen,En eller to gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt
40,FU892110,Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,10. Indvandrere gør ikke problemerne med kriminalitet værre,9.,6.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,8.,Flere gange om ugen,Hver dag,Sjældent,I høj grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
41,CZ400411,Ja,Nej,Nej,Nej,Ja,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,3.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Hver dag,Aldrig,Slet ikke,Til en vis grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt
42,CZ850382,Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,9.,1. Indvandrere gør problemerne med kriminalitet værre,2.,9.,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,6.,Flere gange om ugen,Flere gange om ugen,Hver dag,I høj grad,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
43,CZ731421,Ja,Nægter at svare,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,7.,1. Indvandrere gør problemerne med kriminalitet værre,2.,6.,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,6.,Sjældent,Flere gange om ugen,Aldrig,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt
44,FU273316,Nej,Nej,Nej,Nej,Nej,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,8.,10. Indvandrere belaster ikke velfærdssystemet,6.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,4.,Flere gange om ugen,Aldrig,Flere gange om ugen,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt
45,FU368442,Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,2.,2.,7.,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,3.,Sjældent,Sjældent,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
46,CZ515770,Ja,Ja,Ja,Ja,Nej,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Temmelig dårligt,4.,2.,1. Indvandrere belaster velfærdssystemet,9.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,6.,Aldrig,Aldrig,Sjældent,I mindre grad,Slet ikke,I mindre grad,I mindre grad,I mindre grad,I mindre grad,Slet ikke,Slet ikke,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
47,FU497413,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,6.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Aldrig,Hver dag,Hver dag,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,Slet ikke,I høj grad,Slet ikke vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt
