idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
132488,DK,4,3,5,7,3,3,3,3,Dansk Folkeparti - Danish People's Party,Female,72,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Sjælland
132507,DK,8,10,10,9,7,7,6,7,Alternativet - The Alternative,Female,46,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
132581,DK,9,3,9,9,2,3,6,2,Liberal Alliance - Liberal Alliance,Male,71,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Midtjylland
132640,DK,4,3,4,3,2,2,3,2,Enhedslisten - Unity List - The Red-Green Alliance,Male,30,Folkeskole 9.-10. klasse,Monthly,,Sjælland
132704,DK,7,7,8,8,7,7,8,8,Socialdemokratiet - The Social democrats,Female,37,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,35700,Midtjylland
132710,DK,7,3,7,9,3,4,3,4,,Male,48,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,,Sjælland
132852,DK,8,5,8,10,7,7,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,37,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000,Syddanmark
132858,DK,8,6,7,7,6,5,5,6,,Male,31,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,37000,Midtjylland
132874,DK,8,8,10,9,4,4,8,5,Socialdemokratiet - The Social democrats,Male,88,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,,Midtjylland
132973,DK,8,7,8,9,4,5,4,8,Det Radikale Venstre - The Radical Liberal Party,Male,44,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,60000,Nordjylland
133013,DK,5,6,4,4,5,5,6,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,26,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,25000,Hovedstaden
133026,DK,7,4,8,10,4,5,9,9,Liberal Alliance - Liberal Alliance,Male,29,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,335000,Syddanmark
133068,DK,5,5,8,8,5,5,5,7,Socialdemokratiet - The Social democrats,Male,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,31500,Nordjylland
133120,DK,8,9,9,8,7,7,8,10,Enhedslisten - Unity List - The Red-Green Alliance,Female,33,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,27000,Hovedstaden
133270,DK,8,8,8,8,7,7,7,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,71,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
133280,DK,7,7,8,7,5,6,4,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,68,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
133286,DK,8,8,8,8,7,7,6,8,Socialdemokratiet - The Social democrats,Female,77,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
133303,DK,4,7,7,7,5,6,3,4,Enhedslisten - Unity List - The Red-Green Alliance,Male,38,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,1000000,Midtjylland
133322,DK,7,,9,9,7,8,8,7,Liberal Alliance - Liberal Alliance,Male,45,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,70000,Syddanmark
133413,DK,5,7,8,8,7,6,6,6,Dansk Folkeparti - Danish People's Party,Female,58,Folkeskole 9.-10. klasse,Weekly,888,Sjælland
133427,DK,10,7,9,8,7,6,6,5,,Male,53,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,30000,Syddanmark
133428,DK,10,7,10,8,6,6,6,9,Det Radikale Venstre - The Radical Liberal Party,Female,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Syddanmark
133529,DK,10,7,10,8,5,5,7,7,Enhedslisten - Unity List - The Red-Green Alliance,Female,33,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,35000,Midtjylland
133546,DK,7,8,10,10,5,6,3,6,Socialdemokratiet - The Social democrats,Male,32,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,46500,Midtjylland
133589,DK,4,2,4,2,2,2,3,4,,Male,25,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,31000,Midtjylland
133621,DK,7,5,7,9,4,4,,7,Socialdemokratiet - The Social democrats,Male,29,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Nordjylland
133640,DK,4,3,5,5,2,2,2,6,Socialdemokratiet - The Social democrats,Female,45,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
133669,DK,7,7,9,9,6,6,4,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Hovedstaden
133675,DK,8,8,9,8,5,4,,7,Other,Male,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000,Sjælland
133683,DK,7,9,8,10,8,7,8,6,,Female,16,Folkeskole 9.-10. klasse,,,Hovedstaden
133699,DK,8,7,8,9,5,3,5,5,Socialdemokratiet - The Social democrats,Female,77,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
133835,DK,8,7,8,10,7,7,2,2,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,65,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
133842,DK,7,5,8,9,4,4,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,68,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
133917,DK,7,3,8,8,4,4,2,5,Socialdemokratiet - The Social democrats,Male,69,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
133970,DK,6,8,10,10,8,7,7,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,62,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,70000,Sjælland
133972,DK,7,7,8,9,5,5,7,8,,Male,19,Folkeskole 9.-10. klasse,,,Sjælland
134109,DK,9,7,8,9,6,7,6,7,Socialdemokratiet - The Social democrats,Female,42,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000,Midtjylland
134129,DK,8,5,6,7,5,5,1,1,Dansk Folkeparti - Danish People's Party,Female,74,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
134144,DK,5,7,7,8,7,7,,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,60,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
134222,DK,3,4,6,7,5,4,4,6,Dansk Folkeparti - Danish People's Party,Male,37,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000,Hovedstaden
134236,DK,10,5,9,9,4,4,5,6,Socialdemokratiet - The Social democrats,Female,60,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Nordjylland
134311,DK,7,9,10,10,8,7,7,7,Enhedslisten - Unity List - The Red-Green Alliance,Male,24,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26500,Hovedstaden
134319,DK,9,7,10,10,7,5,4,3,,Female,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,39000,Midtjylland
134333,DK,9,8,8,9,7,7,8,9,,Male,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,25000,Hovedstaden
134358,DK,8,5,5,8,4,4,3,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,85,Folkeskole 6.-8. klasse,Monthly,,Sjælland
134376,DK,10,6,8,9,7,6,5,,Liberal Alliance - Liberal Alliance,Female,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Syddanmark
134382,DK,5,6,8,8,5,5,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,82,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
134584,DK,6,8,8,9,8,7,7,8,Socialdemokratiet - The Social democrats,Female,31,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,26000,Sjælland
134743,DK,6,8,9,7,6,6,6,7,Det Konservative Folkeparti - Conservative People's Party,Female,32,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,34000,Syddanmark
134747,DK,7,5,6,6,6,6,0,7,Dansk Folkeparti - Danish People's Party,Male,76,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
134774,DK,5,10,7,10,7,7,2,3,,Male,66,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,,Sjælland
134868,DK,8,7,8,9,7,7,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,84,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,,Sjælland
134875,DK,8,6,8,6,7,6,8,7,Socialdemokratiet - The Social democrats,Male,90,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Midtjylland
134893,DK,9,2,6,0,3,2,5,3,Liberal Alliance - Liberal Alliance,Male,42,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
134941,DK,6,6,7,8,5,5,4,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,87,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",,,Syddanmark
134970,DK,8,6,7,7,5,5,5,6,,Male,21,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,28000,Syddanmark
135018,DK,6,6,3,6,0,0,0,0,,Male,37,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000,Nordjylland
135022,DK,6,5,7,8,5,5,4,7,Dansk Folkeparti - Danish People's Party,Male,29,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Syddanmark
135153,DK,10,8,9,10,7,7,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,48,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27500,Syddanmark
135200,DK,8,9,10,10,8,8,7,7,Socialdemokratiet - The Social democrats,Male,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
135221,DK,9,7,8,8,8,8,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,69,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
135225,DK,6,5,5,5,4,4,4,6,Socialdemokratiet - The Social democrats,Female,35,Folkeskole 9.-10. klasse,Monthly,22000,Midtjylland
135226,DK,4,2,5,5,2,1,2,5,Other,Male,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Nordjylland
135291,DK,9,7,8,8,6,6,6,7,,Female,26,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Syddanmark
135394,DK,9,2,9,9,4,4,5,5,Socialdemokratiet - The Social democrats,Male,74,Folkeskole 6.-8. klasse,,,Syddanmark
135405,DK,5,8,3,8,7,6,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,70,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
135466,DK,8,8,9,10,5,5,4,5,Socialdemokratiet - The Social democrats,Male,59,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Sjælland
135470,DK,9,8,8,9,7,7,5,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,49,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,20000,Sjælland
135553,DK,6,7,8,8,7,7,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,61,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36000,Nordjylland
135568,DK,8,8,9,9,7,6,9,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,23,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Midtjylland
135589,DK,9,7,10,10,7,7,,7,Socialdemokratiet - The Social democrats,Female,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
135596,DK,7,3,7,8,1,1,6,6,,Female,24,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
135687,DK,7,8,10,10,7,7,7,7,Socialdemokratiet - The Social democrats,Male,72,Folkeskole 6.-8. klasse,Monthly,,Sjælland
135762,DK,4,2,4,8,1,0,2,4,,Male,15,Folkeskole 6.-8. klasse,Monthly,,Midtjylland
135810,DK,10,7,9,8,5,7,6,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,43,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,44000,Midtjylland
135858,DK,5,4,6,7,3,5,7,7,Det Konservative Folkeparti - Conservative People's Party,Female,37,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,42200,Nordjylland
135877,DK,8,8,,9,6,6,6,6,Socialdemokratiet - The Social democrats,Female,71,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
135905,DK,6,5,7,8,4,4,4,5,,Male,37,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,62000,Hovedstaden
135914,DK,7,8,9,8,6,6,7,7,,Male,18,Folkeskole 9.-10. klasse,Monthly,2300,Midtjylland
135935,DK,8,8,9,9,6,7,8,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,34,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000,Sjælland
135974,DK,1,7,5,9,3,2,0,1,,Male,61,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
136011,DK,6,7,8,8,6,6,7,8,,Female,26,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,25000,Sjælland
136043,DK,8,5,8,8,4,4,4,7,,Male,53,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,36000,Syddanmark
136078,DK,7,8,9,9,7,7,7,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,44,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000,Syddanmark
136135,DK,8,7,8,8,8,7,8,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,51,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,1000000,Nordjylland
136172,DK,9,9,9,10,8,8,8,8,Det Radikale Venstre - The Radical Liberal Party,Male,51,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,78000,Syddanmark
136186,DK,10,5,10,10,3,3,,5,,Male,80,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
136193,DK,10,3,6,8,5,5,5,5,Socialdemokratiet - The Social democrats,Female,73,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Midtjylland
136301,DK,10,8,10,7,8,8,6,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,63,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,36000,Midtjylland
136400,DK,8,9,10,10,8,8,8,10,Socialdemokratiet - The Social democrats,Male,46,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,47500,Hovedstaden
136429,DK,5,6,7,7,7,7,7,7,,Female,59,Folkeskole 9.-10. klasse,Monthly,18000,Midtjylland
136438,DK,7,6,7,9,5,6,4,7,Dansk Folkeparti - Danish People's Party,Male,63,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,41500,Syddanmark
136447,DK,9,6,6,7,4,6,5,6,SF Socialistisk Folkeparti - Socialist People's Party,Female,67,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
136455,DK,6,5,5,8,4,4,4,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,32,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,40000,Sjælland
136496,DK,5,0,5,10,0,0,6,0,,Female,51,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
136537,DK,7,10,9,10,7,6,8,8,,Female,17,Folkeskole 9.-10. klasse,Monthly,,Sjælland
136559,DK,7,7,8,8,6,6,6,7,Socialdemokratiet - The Social democrats,Male,57,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24500,Sjælland
136562,DK,5,2,5,8,3,3,1,7,Dansk Folkeparti - Danish People's Party,Male,33,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,55000,Syddanmark
136662,DK,8,9,10,8,7,7,8,6,Det Konservative Folkeparti - Conservative People's Party,Male,46,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,1425000,Sjælland
136690,DK,8,6,8,7,6,5,2,5,,Female,62,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Nordjylland
136700,DK,10,8,9,9,8,4,4,8,Det Radikale Venstre - The Radical Liberal Party,Male,50,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,45000,Sjælland
136756,DK,8,8,10,10,7,9,3,5,Dansk Folkeparti - Danish People's Party,Male,45,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,30000,Sjælland
136806,DK,8,7,10,9,6,6,5,8,Socialdemokratiet - The Social democrats,Male,61,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Nordjylland
136837,DK,10,7,9,9,6,6,6,8,Kristendemokraterne - Christian Democrats,Female,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,34000,Syddanmark
136941,DK,8,8,9,8,6,6,6,7,Socialdemokratiet - The Social democrats,Male,47,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,26000,Syddanmark
136942,DK,7,7,8,9,6,6,7,7,Socialdemokratiet - The Social democrats,Female,58,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,39000,Midtjylland
137015,DK,8,5,6,9,5,7,5,5,,Male,16,Folkeskole 9.-10. klasse,,,Nordjylland
137033,DK,6,5,6,4,4,6,3,4,Dansk Folkeparti - Danish People's Party,Male,40,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,27000,Midtjylland
137116,DK,8,8,9,9,6,7,6,8,Dansk Folkeparti - Danish People's Party,Male,90,Folkeskole 6.-8. klasse,Annual,,Syddanmark
137141,DK,8,8,10,9,7,7,8,8,Dansk Folkeparti - Danish People's Party,Female,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000,Sjælland
137220,DK,8,4,7,9,3,4,4,7,Dansk Folkeparti - Danish People's Party,Male,25,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,24400,Midtjylland
137226,DK,8,5,6,7,6,6,5,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,72,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
137237,DK,5,8,4,10,8,8,8,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,39,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000,Hovedstaden
137434,DK,8,5,8,8,5,5,6,7,SF Socialistisk Folkeparti - Socialist People's Party,Female,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
137455,DK,5,0,3,8,0,0,0,,Dansk Folkeparti - Danish People's Party,Female,62,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
137482,DK,10,9,9,9,9,9,9,5,Det Radikale Venstre - The Radical Liberal Party,Male,72,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Syddanmark
137500,DK,4,6,7,8,5,5,,7,,Male,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,11500,Sjælland
137618,DK,8,7,10,10,6,7,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
137712,DK,8,7,10,10,4,4,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,35,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,55000,Midtjylland
137715,DK,7,10,10,10,10,10,8,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,70,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Nordjylland
137723,DK,6,2,9,2,3,7,3,9,,Male,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,10000,Midtjylland
137738,DK,2,2,6,8,3,3,,,Socialdemokratiet - The Social democrats,Female,75,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
137864,DK,7,8,8,9,7,7,7,7,,Female,30,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,15000,Midtjylland
137906,DK,5,4,8,7,4,4,6,7,Socialdemokratiet - The Social democrats,Female,27,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,25000,Midtjylland
137972,DK,7,8,10,8,4,7,7,7,Socialdemokratiet - The Social democrats,Female,23,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Weekly,,Sjælland
138036,DK,4,6,7,8,6,7,8,7,,Female,53,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Midtjylland
138097,DK,8,5,9,9,3,3,3,5,SF Socialistisk Folkeparti - Socialist People's Party,Male,61,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,49000,Midtjylland
138187,DK,8,6,8,5,6,4,6,8,,Male,34,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Midtjylland
138204,DK,9,6,9,8,8,8,8,8,Socialdemokratiet - The Social democrats,Female,54,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,42000,Midtjylland
138302,DK,5,7,8,9,5,4,5,8,Socialdemokratiet - The Social democrats,Female,35,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Weekly,,Midtjylland
138400,DK,4,3,8,6,3,3,4,5,Socialdemokratiet - The Social democrats,Male,69,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
138455,DK,8,5,8,8,3,3,4,6,Alternativet - The Alternative,Male,59,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,,Midtjylland
138500,DK,7,6,7,10,8,8,6,10,Det Konservative Folkeparti - Conservative People's Party,Female,36,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,27000,Midtjylland
138508,DK,9,5,9,10,7,6,3,7,Dansk Folkeparti - Danish People's Party,Female,53,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
138600,DK,7,8,8,8,7,7,6,7,Socialdemokratiet - The Social democrats,Male,54,Folkeskole 9.-10. klasse,Monthly,42000,Nordjylland
138604,DK,7,7,9,9,6,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,64,Other,Annual,230000,Sjælland
138606,DK,7,6,8,8,3,3,3,7,Enhedslisten - Unity List - The Red-Green Alliance,Male,29,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,420000,Hovedstaden
138629,DK,9,8,9,10,7,7,8,5,Socialdemokratiet - The Social democrats,Male,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Nordjylland
138650,DK,7,8,8,10,7,7,8,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Nordjylland
138749,DK,7,7,9,8,6,4,7,6,Socialdemokratiet - The Social democrats,Female,23,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Midtjylland
138758,DK,6,6,9,9,6,6,4,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,78,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
138761,DK,9,9,9,9,7,6,6,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,62,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,53000,Midtjylland
138770,DK,8,7,9,10,5,4,2,3,,Male,52,Folkeskole 9.-10. klasse,,,Sjælland
138834,DK,8,6,8,9,6,7,7,7,SF Socialistisk Folkeparti - Socialist People's Party,Female,53,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,38000,Midtjylland
138846,DK,8,5,8,7,3,4,3,4,Alternativet - The Alternative,Female,54,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000,Nordjylland
138878,DK,10,10,10,10,8,8,8,10,Enhedslisten - Unity List - The Red-Green Alliance,Female,51,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000,Sjælland
138910,DK,7,2,6,7,3,3,4,4,Alternativet - The Alternative,Female,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26500,Hovedstaden
138933,DK,6,8,8,8,8,8,3,3,SF Socialistisk Folkeparti - Socialist People's Party,Female,79,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
138958,DK,3,7,8,8,6,7,5,6,,Male,15,Folkeskole 6.-8. klasse,,,Sjælland
138992,DK,10,9,10,10,9,8,9,10,Socialdemokratiet - The Social democrats,Male,58,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,28000,Sjælland
