,idno,gndr,agea,region,prtvtddk,edlvddk,infqbst,grspnum
575,103584,Female,26,DK02,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
576,103657,Female,38,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26000.0
577,103704,Male,27,DK02,Det Radikale Venstre - The Radical Liberal Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
578,103721,Female,70,DK02,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
579,103839,Male,58,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,44000.0
580,103843,Male,28,DK04,Enhedslisten - Unity List - The Red-Green Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Not applicable,
581,103926,Male,43,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
582,103973,Male,39,DK04,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,47000.0
583,104005,Male,31,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40500.0
584,104017,Female,21,DK04,Other,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
585,104020,Male,70,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
586,104092,Female,76,DK03,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
587,104101,Male,73,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
588,104113,Male,40,DK03,Kristendemokraterne - Christian Democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000.0
589,104131,Female,39,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,42000.0
590,104186,Female,57,DK03,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,46500.0
591,104254,Female,76,DK04,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Don't know,
592,104373,Male,76,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
593,104398,Female,31,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000.0
594,104424,Female,57,DK05,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
595,104533,Male,68,DK05,Kristendemokraterne - Christian Democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
596,104556,Male,17,DK05,Not applicable,Folkeskole 9.-10. klasse,Monthly,3600.0
597,104583,Male,57,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,44000.0
598,104606,Female,28,DK02,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
599,104710,Female,74,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
600,104737,Female,49,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24500.0
601,104745,Female,36,DK02,Liberal Alliance - Liberal Alliance,"Forskeruddannelse. Ph.d., doktor",Monthly,38000.0
602,104763,Female,25,DK02,No answer,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
603,104880,Male,76,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
604,104908,Male,43,DK04,Refusal,Folkeskole 9.-10. klasse,Monthly,
605,104946,Male,44,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000.0
606,104964,Female,62,DK04,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,60000.0
607,104997,Male,56,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,20000.0
608,105005,Male,44,DK04,Liberal Alliance - Liberal Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,1000000.0
609,105068,Male,79,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,1000000.0
610,105240,Female,25,DK02,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,33000.0
611,105335,Female,47,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
612,105337,Female,15,DK02,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
613,105339,Male,89,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
614,105344,Male,77,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
615,105435,Female,74,DK04,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
616,105461,Male,64,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,45000.0
617,105481,Female,75,DK04,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
618,105560,Male,57,DK05,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,30000.0
619,105620,Female,34,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
620,105627,Male,40,DK05,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,44000.0
621,105659,Male,45,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,15000.0
622,105668,Female,55,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Refusal,
623,105688,Male,21,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,19000.0
624,105821,Female,46,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
625,105827,Male,72,DK04,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
626,105835,Female,35,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24740.0
627,105926,Male,55,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000.0
628,105953,Male,51,DK03,Dansk Folkeparti - Danish People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,75000.0
629,106051,Female,43,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,42000.0
630,106089,Female,15,DK01,Not applicable,Folkeskole 9.-10. klasse,Monthly,3000.0
631,106266,Female,57,DK04,Liberal Alliance - Liberal Alliance,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,
632,106318,Female,53,DK05,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Don't know,
633,106349,Female,61,DK05,Enhedslisten - Unity List - The Red-Green Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,37292.0
634,106375,Female,32,DK03,Not applicable,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,45000.0
635,106383,Male,57,DK03,Det Konservative Folkeparti - Conservative People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,41000.0
636,106445,Male,26,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,10700.0
637,106470,Female,79,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 6.-8. klasse,Monthly,
638,106489,Male,36,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28500.0
639,106493,Female,23,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",No answer,
640,106535,Female,32,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,28000.0
641,106557,Male,55,DK04,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,35000.0
642,106597,Male,53,DK04,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,125000.0
643,106663,Male,29,DK01,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",No answer,
644,106754,Female,44,DK04,Not applicable,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,600000.0
645,106796,Male,16,DK04,Not applicable,Other,Not applicable,
646,106812,Male,67,DK05,Det Konservative Folkeparti - Conservative People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
647,106830,Female,80,DK04,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
648,106832,Male,44,DK03,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,45000.0
649,106884,Female,35,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24000.0
650,106893,Male,23,DK03,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,No answer,
651,106903,Female,44,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
652,106961,Female,63,DK05,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31500.0
653,107052,Female,22,DK04,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
654,107078,Female,21,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
655,107093,Male,50,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000.0
656,107109,Female,68,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
657,107120,Male,59,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000.0
658,107235,Male,42,DK04,Other,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,900000.0
659,107240,Male,75,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Forskeruddannelse. Ph.d., doktor",Monthly,
660,107254,Female,72,DK04,Refusal,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
661,107266,Male,50,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,30000.0
662,107323,Male,24,DK01,Liberal Alliance - Liberal Alliance,Other,Monthly,22000.0
663,107396,Male,15,DK02,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
664,107444,Female,70,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
665,107473,Male,34,DK04,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000.0
666,107489,Female,71,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
667,107554,Female,44,DK04,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,400100.0
668,107628,Female,84,DK04,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
669,107654,Female,61,DK02,Liberal Alliance - Liberal Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,500000.0
670,107658,Female,38,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Forskeruddannelse. Ph.d., doktor",Monthly,42000.0
671,107796,Female,49,DK02,Kristendemokraterne - Christian Democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
672,107858,Male,52,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22000.0
673,107878,Male,33,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,46000.0
674,107903,Female,77,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
675,107937,Male,60,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,110000.0
676,108098,Male,34,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
677,108140,Male,30,DK02,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,290000.0
678,108161,Female,47,DK04,Liberal Alliance - Liberal Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,74000.0
679,108424,Female,19,DK01,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
680,108442,Male,76,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
681,108501,Male,48,DK05,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,510000.0
682,108515,Female,17,DK04,Not applicable,Folkeskole 9.-10. klasse,No answer,
683,108576,Female,34,DK05,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,32000.0
684,108616,Female,49,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000.0
685,108671,Male,38,DK02,Other,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,40000.0
686,108709,Male,25,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000.0
687,108776,Female,36,DK05,Dansk Folkeparti - Danish People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,24500.0
688,108811,Female,79,DK02,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
689,108885,Female,69,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
690,108920,Female,60,DK02,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000.0
691,108930,Female,64,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,43000.0
